ID,Description,File Name,Directory,Copyright,License List,URI DaSCH,Authorship,File Path,Time Stamp,File Size
AR_001,Archive from Project daschland-scripts spreadsheets,Spreadsheet_Data.zip,data/Multimedia_Data/Archive/,DaSCH,CC BY 4.0,https://app.rdu-08.dasch.swiss/resource/0854/QAJPzaUuQ_qWjn1aRbVxUQ,"Daniela Subotic, Noémi Villars",data/Multimedia_Data/Archive/Spreadsheet_Data.zip,,0.13
