ID,File Name,Description,Cast,Directory,Label,Copyright,License List,Authorship,URI DaSCH,File Path,Time Stamp,File Size
V_01,VID_AliceInWonderland_1915.mp4,"Movie adaptation of the book Alice in Wonderland, dating to 1915. 
The film combines the chapters from Through the Looking-Glass with those of Alice’s Adventures in Wonderland. 
However, most of the looking-glass portion is lost.","Alice - Viola Savoy
White Rabbit - Herbert Rice
The Mad Hatter - William Tilden
The Dormouse - Louis Merkle
The Dodo - Harry Marks
Alice's Mother - Lotta Savoy",data/multimedia/video/,Alice in Wonderland 1915,Public Domain,CC0 1.0,W.W. Young (direction and screenplay),https://iiif.rdu-08.dasch.swiss:443/0854/7AV3GvbLGhJ-4cIcaQKrFnq.mp4/file,/Users/noemivillars-amberg/Documents/daschland-scripts/data/multimedia/video/VID_AliceInWonderland_1915.mp4,,172.837
