ID,Description,File Name,Directory,Copyright,License List,URI DaSCH,Authorship,Authorship Resource,File Path,Time Stamp,File Size
AR_001,Archive from Project daschland-scripts spreadsheets,Spreadsheet_Data.zip,data/multimedia/archive/,DaSCH,CC BY 4.0,https://app.rdu-08.dasch.swiss/resource/0854/QAJPzaUuQ_qWjn1aRbVxUQ,"Daniela Subotic, Noémi Villars-Amberg","Daniela Subotic, Noémi Villars-Amberg",data/multimedia/archive/Spreadsheet_Data.zip,,0.3
