ID,Description,File Name,Copyright,License List,URI DaSCH,Authorship,Authorship Resource,Time Stamp,File Size
AR_001,Archive from Project daschland-scripts spreadsheets,Spreadsheet_Data.zip,DaSCH,CC BY 4.0,https://app.rdu-08.dasch.swiss/resource/0854/QAJPzaUuQ_qWjn1aRbVxUQ,"Daniela Subotic, Noémi Villars-Amberg","Daniela Subotic, Noémi Villars-Amberg",,0.3
